title,placeUrl,website,rating,reviewCount,address,phoneNumber,email,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Roset Hotel & Residence,https://www.google.com/maps/place/Roset+Hotel+%26+Residence/data=!4m10!3m9!1s0x476c89422af3e985:0xceeb608451e11a74!5m2!4m1!1i2!8m2!3d48.1426523!4d17.114036!16s%2Fg%2F121w6tz1!19sChIJhenzKkKJbEcRdBrhUYRg684,http://www.rosethotel.sk/,4.8,740.0,"Štúrova 10, 811 02 Bratislava, Slovakia",+421 917 373 209,,Roset Hotel & Residence,Bratislava,"Všimol som si Roset Hotel & Residence v Bratislava – máte hodnotenie 4.8 (740 recenzií), pekný signál, že máte dobrý servis.",Roset Hotel & Residence: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Roset Hotel & Residence,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Roset Hotel & Residence v Bratislava – máte hodnotenie 4.8 (740 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Roset Hotel & Residence. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Roset Hotel & Residence

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Roset Hotel & Residence.

— Adam","Subject: Roset Hotel & Residence: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Roset Hotel & Residence (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel SOREA REGIA,https://www.google.com/maps/place/Hotel+SOREA+REGIA/data=!4m10!3m9!1s0x476c8bddfc912fb5:0x9d510b44ee5debc6!5m2!4m1!1i2!8m2!3d48.1441615!4d17.0851429!16s%2Fg%2F1tdqmf_7!19sChIJtS-R_N2LbEcRxutd7kQLUZ0,http://www.sorea.sk/regia,3.9,743.0,"Kráľovské údolie 6, 811 02 Staré Mesto, Slovakia",+421 2/321 128 70,obchod@sorea.sk,Hotel SOREA REGIA,Staré Mesto,"Všimol som si Hotel SOREA REGIA v Staré Mesto – máte hodnotenie 3.9 (743 recenzií), pekný signál, že máte dobrý servis.",Hotel SOREA REGIA: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel SOREA REGIA,Staré Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel SOREA REGIA v Staré Mesto – máte hodnotenie 3.9 (743 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel SOREA REGIA. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel SOREA REGIA

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel SOREA REGIA.

— Adam","Subject: Hotel SOREA REGIA: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel SOREA REGIA (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Arcadia,https://www.google.com/maps/place/Hotel+Arcadia/data=!4m7!3m6!1s0x476c895cb510da43:0x992eb2d7f354f92b!8m2!3d48.1450938!4d17.1081843!16s%2Fg%2F11h1m4g57!19sChIJQ9oQtVyJbEcRK_lU89eyLpk,http://www.arcadiahotel.sk/,4.6,763.0,"Františkánska 424/424/3, 811 01 Staré Mesto, Slovakia",+421 2/594 905 00,info@arcadia-hotel.sk,Hotel Arcadia,Staré Mesto,"Všimol som si Hotel Arcadia v Staré Mesto – máte hodnotenie 4.6 (763 recenzií), pekný signál, že máte dobrý servis.",Hotel Arcadia: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Arcadia,Staré Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Arcadia v Staré Mesto – máte hodnotenie 4.6 (763 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Arcadia. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Arcadia

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Arcadia.

— Adam","Subject: Hotel Arcadia: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Arcadia (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava,https://www.google.com/maps/place/CHORS+like+a+hotel+%7C+Capsule+%26+NFT+Boutique+Hostel+Bratislava/data=!4m7!3m6!1s0x476c89277e8f9017:0x9741d451a74d817a!8m2!3d48.1482488!4d17.1117244!16s%2Fg%2F11fjzbt79f!19sChIJF5CPfieJbEcReoFNp1HUQZc,http://www.cho.rs/,4.4,764.0,"Obchodná 43, 811 06 Bratislava, Slovakia",+421 910 127 878,reservations@cho.rs,CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava,Bratislava,"Všimol som si CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava v Bratislava – máte hodnotenie 4.4 (764 recenzií), pekný signál, že máte dobrý servis.",CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava v Bratislava – máte hodnotenie 4.4 (764 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava.

— Adam","Subject: CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre CHORS like a hotel | Capsule & NFT Boutique Hostel Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Prim,https://www.google.com/maps/place/Hotel+Prim/data=!4m10!3m9!1s0x476c8f003f7e7fcf:0xaacc63d69a3f87fb!5m2!4m1!1i2!8m2!3d48.1899144!4d17.1819067!16s%2Fg%2F1tg34043!19sChIJz39-PwCPbEcR-4c_mtZjzKo,https://hotelprim.sk/,3.6,769.0,"Stará Vajnorská 3022/37, 831 04 Nové Mesto, Slovakia",,hotel@hotelprim.sk,Hotel Prim,Nové Mesto,"Všimol som si Hotel Prim v Nové Mesto – máte hodnotenie 3.6 (769 recenzií), pekný signál, že máte dobrý servis.",Hotel Prim: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Prim,Nové Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Prim v Nové Mesto – máte hodnotenie 3.6 (769 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Prim. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Prim

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Prim.

— Adam","Subject: Hotel Prim: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Prim (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Dominika,https://www.google.com/maps/place/Hotel+Dominika/data=!4m10!3m9!1s0x476c890b4874b1bd:0xf0e4cd3b10fd46b9!5m2!4m1!1i2!8m2!3d48.1240289!4d17.1104441!16s%2Fg%2F1v4prsv8!19sChIJvbF0SAuJbEcRuUb9EDvN5PA,http://www.hoteldominika.sk/,3.7,777.0,"Vlastenecké námestie 3, 851 01 Petržalka, Slovakia",+421 904 744 020,recepcia@hoteldominika.sk,Hotel Dominika,Petržalka,"Všimol som si Hotel Dominika v Petržalka – máte hodnotenie 3.7 (777 recenzií), pekný signál, že máte dobrý servis.",Hotel Dominika: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Dominika,Petržalka: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Dominika v Petržalka – máte hodnotenie 3.7 (777 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Dominika. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Dominika

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Dominika.

— Adam","Subject: Hotel Dominika: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Dominika (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Taxis Bratislava,https://www.google.com/maps/place/Hotel+Taxis+Bratislava/data=!4m10!3m9!1s0x476c8bff5f392b13:0x855c9dbb6fc1b92!5m2!4m1!1i2!8m2!3d48.1628688!4d17.0987631!16s%2Fg%2F11d_75vk5b!19sChIJEys5X_-LbEcRkhv8ttvJVQg,https://hoteltaxis.sk/,3.8,791.0,"Jaskový rad 9, 831 01 Bratislava, Slovakia",+421 2/207 932 42,recepcia@hoteltaxis.sk,Hotel Taxis Bratislava,Bratislava,"Všimol som si Hotel Taxis Bratislava v Bratislava – máte hodnotenie 3.8 (791 recenzií), pekný signál, že máte dobrý servis.",Hotel Taxis Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Taxis Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Taxis Bratislava v Bratislava – máte hodnotenie 3.8 (791 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Taxis Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Taxis Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Taxis Bratislava.

— Adam","Subject: Hotel Taxis Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Taxis Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Danubia Gate,https://www.google.com/maps/place/Hotel+Danubia+Gate/data=!4m10!3m9!1s0x476c8946b4a66fcb:0xf4c7e87eb5002f6!5m2!4m1!1i2!8m2!3d48.1449368!4d17.1169826!16s%2Fg%2F120knkq2!19sChIJy2-mtEaJbEcR9gJQ64d-TA8,http://www.danubiagate.sk/,4.5,817.0,"Hotel Danubia Gate, Dunajská 2314/26, 811 08 Bratislava, Slovakia",+421 917 232 000,hotel@danubiagate.sk,Hotel Danubia Gate,Bratislava,"Všimol som si Hotel Danubia Gate v Bratislava – máte hodnotenie 4.5 (817 recenzií), pekný signál, že máte dobrý servis.",Hotel Danubia Gate: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Danubia Gate,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Danubia Gate v Bratislava – máte hodnotenie 4.5 (817 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Danubia Gate. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Danubia Gate

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Danubia Gate.

— Adam","Subject: Hotel Danubia Gate: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Danubia Gate (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Matyšák,https://www.google.com/maps/place/Hotel+Maty%C5%A1%C3%A1k/data=!4m10!3m9!1s0x476c8955d477c9c3:0xb063c1e42d23133c!5m2!4m1!1i2!8m2!3d48.1573093!4d17.1047245!16s%2Fg%2F1v41z7nj!19sChIJw8l31FWJbEcRPBMjLeTBY7A,http://www.hotelmatysak.sk/,4.5,825.0,"Pražská 3745/15, 811 04 Staré Mesto, Slovakia",+421 2/206 340 01,prevadzka@hotelmatysak.sk,Hotel Matyšák,Staré Mesto,"Všimol som si Hotel Matyšák v Staré Mesto – máte hodnotenie 4.5 (825 recenzií), pekný signál, že máte dobrý servis.",Hotel Matyšák: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Matyšák,Staré Mesto: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Matyšák v Staré Mesto – máte hodnotenie 4.5 (825 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Matyšák. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Matyšák

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Matyšák.

— Adam","Subject: Hotel Matyšák: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Matyšák (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Divoká voda,https://www.google.com/maps/place/Hotel+Divok%C3%A1+voda/data=!4m10!3m9!1s0x476c7dabc957317b:0x3ecb8b056ccac62d!5m2!4m1!1i2!8m2!3d48.0313452!4d17.2298243!16s%2Fg%2F1v3lnrhz!19sChIJezFXyat9bEcRLcbKbAWLyz4,http://www.divokavoda.sk/,4.1,831.0,"Vodné dielo Čunovo, 850 09 Bratislava, Slovakia",+421 2/625 280 02,miroslava.vacekova@divokavoda.sk,Hotel Divoká voda,Bratislava,"Všimol som si Hotel Divoká voda v Bratislava – máte hodnotenie 4.1 (831 recenzií), pekný signál, že máte dobrý servis.",Hotel Divoká voda: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Divoká voda,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Divoká voda v Bratislava – máte hodnotenie 4.1 (831 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Divoká voda. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Divoká voda

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Divoká voda.

— Adam","Subject: Hotel Divoká voda: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Divoká voda (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
