title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
DentalWhite zubná klinika,https://www.google.com/maps/place/DentalWhite+zubn%C3%A1+klinika/data=!4m7!3m6!1s0x476c88cd08ab479b:0x9efa887bf47c83b4!8m2!3d48.1495229!4d17.1721786!16s%2Fg%2F11f5hkcsws!19sChIJm0erCM2IbEcRtIN89HuI-p4,http://www.dentalwhite.sk/,49,65,"Mierová 5430, 821 05 Bratislava, Slovensko",+421 911 831 937,,,info@dentalwhite.sk,,,DentalWhite zubná klinika,Bratislava,"Narazil som na DentalWhite zubná klinika v Bratislava – hodnotenie 49.0 (65 recenzií) naznačuje, že pacienti sú spokojní.","DentalWhite zubná klinika: menej telefonátov, viac času na výkon",AI recepcia pre DentalWhite zubná klinika – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na DentalWhite zubná klinika v Bratislava – hodnotenie 49.0 (65 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za DentalWhite zubná klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: DentalWhite zubná klinika

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: DentalWhite zubná klinika – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre DentalWhite zubná klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Digital Dental Clinic,https://www.google.com/maps/place/Digital+Dental+Clinic/data=!4m7!3m6!1s0x476c8daa573623b3:0x35b043310c17794e!8m2!3d48.1973185!4d17.0301896!16s%2Fg%2F11smgvz3bv!19sChIJsyM2V6qNbEcRTnkXDDFDsDU,http://ddclinic.sk/,50,69,"Martina Granca 46, 841 02 Dúbravka, Slovensko",+421 944 888 234,,,,,,Digital Dental Clinic,Dúbravka,"Narazil som na Digital Dental Clinic v Dúbravka – hodnotenie 50.0 (69 recenzií) naznačuje, že pacienti sú spokojní.","Digital Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Digital Dental Clinic – rýchla otázka,Dúbravka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Digital Dental Clinic v Dúbravka – hodnotenie 50.0 (69 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Digital Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Digital Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Digital Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Digital Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
bl:k dental clinic - Zubná ambulancia Bratislava,https://www.google.com/maps/place/bl:k+dental+clinic+-+Zubn%C3%A1+ambulancia+Bratislava/data=!4m7!3m6!1s0x476c89fe028d1fa7:0x420b997d3d662e11!8m2!3d48.144523!4d17.114992!16s%2Fg%2F11h2qwlslc!19sChIJpx-NAv6JbEcRES5mPX2ZC0I,http://www.blkdental.com/,47,71,"Dunajská 8, 811 08 Staré Mesto, Slovensko",+421 917 305 156,,,info@blkdental.com,,,bl:k dental clinic,Staré Mesto,"Narazil som na bl:k dental clinic v Staré Mesto – hodnotenie 47.0 (71 recenzií) naznačuje, že pacienti sú spokojní.","bl:k dental clinic: menej telefonátov, viac času na výkon",AI recepcia pre bl:k dental clinic – rýchla otázka,Staré Mesto: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na bl:k dental clinic v Staré Mesto – hodnotenie 47.0 (71 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za bl:k dental clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: bl:k dental clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: bl:k dental clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre bl:k dental clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Black & White Dental Clinic,https://www.google.com/maps/place/Black+%26+White+Dental+Clinic/data=!4m7!3m6!1s0x476c89762a0bf977:0xce74a283d5c14663!8m2!3d48.1222269!4d17.0982186!16s%2Fg%2F11fxyhpkyc!19sChIJd_kLKnaJbEcRY0bB1YOidM4,https://www.blackandwhitedental.sk/,38,75,"10, Kopčianska 3756/8, 851 01 Petržalka, Slovensko",+421 948 729 927,,,0948729927bwdental.ba@gmail.comkop,,,Black & White Dental Clinic,Petržalka,"Narazil som na Black & White Dental Clinic v Petržalka – hodnotenie 38.0 (75 recenzií) naznačuje, že pacienti sú spokojní.","Black & White Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Black & White Dental Clinic – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Black & White Dental Clinic v Petržalka – hodnotenie 38.0 (75 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Black & White Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Black & White Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Black & White Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Black & White Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
i.i. DENT,https://www.google.com/maps/place/i.i.+DENT/data=!4m7!3m6!1s0x476c89bdd7fc4701:0x2c04ae4cc7ce12f5!8m2!3d48.1479331!4d17.1163326!16s%2Fg%2F11fl083jg4!19sChIJAUf8172JbEcR9RLOx0yuBCw,https://iident.sk/,49,78,"Špitálska 10, 811 08 Bratislava, Slovensko",+421 903 432 713,,,,,,i.i. DENT,Bratislava,"Narazil som na i.i. DENT v Bratislava – hodnotenie 49.0 (78 recenzií) naznačuje, že pacienti sú spokojní.","i.i. DENT: menej telefonátov, viac času na výkon",AI recepcia pre i.i. DENT – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na i.i. DENT v Bratislava – hodnotenie 49.0 (78 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za i.i. DENT. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: i.i. DENT

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: i.i. DENT – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre i.i. DENT: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
ZAZUBY,https://www.google.com/maps/place/ZAZUBY/data=!4m7!3m6!1s0x476c8987b085fd17:0x3a7ff960b0488c4b!8m2!3d48.1300482!4d17.1218951!16s%2Fg%2F11shjs7qzk!19sChIJF_2FsIeJbEcRS4xIsGD5fzo,http://www.zazuby.sk/,49,80,"Lužná 14, 851 04 Petržalka, Slovensko",+421 919 434 383,,,ambulancia@zazuby.sk,,,ZAZUBY,Petržalka,"Narazil som na ZAZUBY v Petržalka – hodnotenie 49.0 (80 recenzií) naznačuje, že pacienti sú spokojní.","ZAZUBY: menej telefonátov, viac času na výkon",AI recepcia pre ZAZUBY – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na ZAZUBY v Petržalka – hodnotenie 49.0 (80 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za ZAZUBY. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: ZAZUBY

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: ZAZUBY – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre ZAZUBY: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
ProSmile Clinic Petržalka - zubná klinika,https://www.google.com/maps/place/ProSmile+Clinic+Petr%C5%BEalka+-+zubn%C3%A1+klinika/data=!4m7!3m6!1s0x476c890e9a3181e9:0xcf8a6cf3a1576767!8m2!3d48.1193941!4d17.1001134!16s%2Fg%2F11vrhpnq1z!19sChIJ6YExmg6JbEcRZ2dXofNsis8,https://www.prosmile.sk/,50,81,"Central FIVE, Ševčenkova 3770/34, 851 01 Bratislava-Petržalka, Slovensko",+421 2/221 171 17,,,prosmile@prosmile.sk,,,ProSmile Clinic Petržalka,Bratislava,"Narazil som na ProSmile Clinic Petržalka v Bratislava – hodnotenie 50.0 (81 recenzií) naznačuje, že pacienti sú spokojní.","ProSmile Clinic Petržalka: menej telefonátov, viac času na výkon",AI recepcia pre ProSmile Clinic Petržalka – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na ProSmile Clinic Petržalka v Bratislava – hodnotenie 50.0 (81 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za ProSmile Clinic Petržalka. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: ProSmile Clinic Petržalka

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: ProSmile Clinic Petržalka – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre ProSmile Clinic Petržalka: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Stomatologické centrum 3S DENT,https://www.google.com/maps/place/Stomatologick%C3%A9+centrum+3S+DENT/data=!4m7!3m6!1s0x476c894b423195a1:0xf17f92aae4602939!8m2!3d48.1460054!4d17.1319446!16s%2Fg%2F1hc5k1l92!19sChIJoZUxQkuJbEcROSlg5KqSf_E,http://www.3sdent.sk/,43,87,"Košická 11, 821 09 Bratislava, Slovensko",+421 917 510 767,,,recepcia@3sdent.sk,,,Stomatologické centrum 3S DENT,Bratislava,"Narazil som na Stomatologické centrum 3S DENT v Bratislava – hodnotenie 43.0 (87 recenzií) naznačuje, že pacienti sú spokojní.","Stomatologické centrum 3S DENT: menej telefonátov, viac času na výkon",AI recepcia pre Stomatologické centrum 3S DENT – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Stomatologické centrum 3S DENT v Bratislava – hodnotenie 43.0 (87 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Stomatologické centrum 3S DENT. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Stomatologické centrum 3S DENT

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Stomatologické centrum 3S DENT – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Stomatologické centrum 3S DENT: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dental Smile,https://www.google.com/maps/place/Dental+Smile/data=!4m7!3m6!1s0x476c8ec90f8a871b:0x10752dc250c72210!8m2!3d48.1640707!4d17.1392229!16s%2Fg%2F1hhjdqvbn!19sChIJG4eKD8mObEcRECLHUMItdRA,,40,93,"Bajkalská 12985, 831 04 Bratislava, Slovensko",+421 901 544 544,,,,,,Dental Smile,Bratislava,"Narazil som na Dental Smile v Bratislava – hodnotenie 40.0 (93 recenzií) naznačuje, že pacienti sú spokojní.","Dental Smile: menej telefonátov, viac času na výkon",AI recepcia pre Dental Smile – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dental Smile v Bratislava – hodnotenie 40.0 (93 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dental Smile. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dental Smile

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dental Smile – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dental Smile: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dream Dental Clinic,https://www.google.com/maps/place/Dream+Dental+Clinic/data=!4m7!3m6!1s0x476c8d8d4f4e34c1:0x9673fd2e5bab31e2!8m2!3d48.1986205!4d17.0348087!16s%2Fg%2F11lgk6g0cq!19sChIJwTROT42NbEcR4jGrWy79c5Y,http://dreamdentalclinic.sk/,50,98,"Dubravka SK, Pri Hrubej lúke 15, 841 02 Bratislava-Dúbravka, Slovensko",+421 949 665 679,,,01recepcia@dreamdentalclinic.sk,,,Dream Dental Clinic,Bratislava,"Narazil som na Dream Dental Clinic v Bratislava – hodnotenie 50.0 (98 recenzií) naznačuje, že pacienti sú spokojní.","Dream Dental Clinic: menej telefonátov, viac času na výkon",AI recepcia pre Dream Dental Clinic – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dream Dental Clinic v Bratislava – hodnotenie 50.0 (98 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dream Dental Clinic. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dream Dental Clinic

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dream Dental Clinic – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dream Dental Clinic: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
